Id;Lesson;Vocabulary;Pronunciation;EnglishDef;PersianDef;Learned;Bookmarked
193;16;Cautious;[cau·tious || 'kɔːʃəs];"very careful; never taking chances";بسیار دقیق ، هرگز بر اساس احتمال عمل نمی کند;0;0
194;16;Confident;[con·fi·dent || 'kɒnfɪdənt];"firmly believing; certain; sure";معتقد سفت و سخت ، مطمئن;0;0
195;17;Appeal;[ap·peal || ə'piːl];"attraction; interest; to urge";جذابیت , علاقه ، خواهش کردن;0;0
196;17;Addict;[ad·dict || 'ædɪkt];"one who cannot break away from a habit or practice; addicted unable to break a habit";کسی که نمی تواند عادت یا عملی را ترک کند ، معتاد;0;0
197;17;Wary;[war·y || 'werɪ /'weərɪ];"on one's guard against danger or trickery; cautious";مراقب در برابر خطر یا فریب ، محتاط;0;0
198;17;Aware;[a·ware || ə'weə];"knowing; realizing";آگاه ، مطلع;0;0
199;17;Misfortune;[mɪs'fɔrtʃən /-'fɔː-];bad luck;بد شانسی;0;0
200;17;Avoid;[a·void || ə'vɔɪd];"keep away from; keep out of the way of";دوری کردن از ، اجتناب کردن از;0;0
201;17;Wretched;[wretch·ed || 'retʃɪd];"very unsatisfactory; miserable";بسیار نامطلوب ، اسفبار;0;0
202;17;Keg;[keg];small barrel, usually holding less than ten gallons;بشکه ای کوچک که معمولاً کمتر از ده گالن می گیرد;0;0
203;17;Nourish;[nour·ish || 'nɜrɪʃ /'nʌ-];"make or keep alive and well, with food; feed; develop an attitude";با غذا سالم و سرحال نگه داشتن ، تغذیه کردن;0;0
204;17;Harsh;[hɑrʃ /hɑːʃ];"rough to the touch, taste, eye, or ear; sharp";زمخت برای حس لامسه ، چشایی ، بینایی ، یا شنوایی ، تند;0;0
205;17;Quantity;[quan·ti·ty || 'kwɑntətɪ /'kwɒ-];amount;مقدار;0;0
206;17;Opt;[ɑpt /ɒpt];"choose or favor; select";انتخاب کردن یا پسندیدن ، برگزیدن;0;0
207;18;Tragedy;[trag·e·dy || 'trædʒɪdɪ];"a very sad or trrible happening; a sad play";رخدادی بسیار غم انگیز ،یا وحشتناک ، نمایش غم انگیز;0;0
208;18;Pedestrian;[pe·des·tri·an || pɪ'destrɪən];"person who goes on foot; walker";شخصی که پیاده می رود ، عابر پیاده;0;0
209;18;Glance;[glæns /glɑːns];"to look at quickly; a quick look";به سرعت نگاه کردن ، نگاه سریع;0;0
210;18;Budget;[budg·et || 'bʌdʒɪt];estimate of the amount of money that can be spent for different purposes in a given time;تخمین مقدار پولی که می توان در زمان مشخصی برای اهداف مختلف خرج کرد;0;0
211;18;Nimble;[nim·ble || 'nɪmbl];"active and sure-footed; quick moving; light and quick";فعال و با قدم های مطمئن ، چالاک ، سبک و سریع;0;0
212;18;Manipulate;[ma·nip·u·late || mə'nɪpjəleɪt /-jʊl-];handle or treat skillfully;ماهرانه برخورد یا رفتار کردن;0;0
213;18;Reckless;[reck·less || 'reklɪs];"careless; heedless; wild";بی دقت ، بی توجه ، وحشی;0;0
214;18;Horrid;[ˈhôrid];"terrible; frightful";وحشتناک ، ترسناک;0;0
215;18;Rave;[reɪv];talk wildly;وحشیانه حرف زدن;0;0
216;18;Economical;[,e·co'nom·i·cal || ‚'ekə'nɑmɪkl /-nɒm-];not wasting money or time;پول یا وقت را هدر نمی دهد ، اقتصادی ، صرفه جو;0;0
217;18;Lubricate;[lu·bri·cate || 'luːbrɪkeɪt];make (machinary) smooth and easy to work by putting on oil, grease, or a similar substance;با قرار دادن روغن ، گریس و مواد مشابه ، کار با ماشین آلات را راحت و هموار کردن ، روغن کاری کردن;0;0
218;18;Ingenious;[in·gen·ious || ɪn'dʒɪːnɪəs];"having great mental ability; clever";داری توانایی ذهنی زیاد ، زرنگ;0;0
219;19;Harvest;[har·vest || 'hɑrvɪst /'hɑːv-];gathering in of grain or other food crops;جمع آوری غلات یا دیگر محصولات غذایی;0;0
220;19;Abundant;[a'bundant || -nt];"more than enough; very plentiful";بیش از حد کافی ، بسیار فراوان;0;0
221;19;Uneasy;[ˌənˈēzē];"restless; disturbed; anxious";بیقرار ، آشفته ، نگران;0;0
222;19;Calculate;[cal·cu·late || 'kælkjʊleɪt];"find out by adding, subtracting, multiplying, or dividing; figure";پی بردن از طریق جمع ، تفریق ، ضرب و تقسیم کردن ، حساب کردن;0;0
223;19;Absorb;[ab·sorb || əb'sɔːb];"take in or suck up (liquids); interest greatly";جذب کردن یا مکیدن ( مایعات ) ، بسیار علاقه مند کردن;0;0
224;19;Estimate;[es·ti·mate || 'estɪmeɪt];"form a judgment or opinion about; guess";درباره چیزی اظهار نظر کردن ، حدس زدن;0;0
225;19;Morsel;[mor·sel || 'mɔrsl /'mɔːsl];"a small bite; mouthful; tiny amount";گاز کوچک ، به اندازه ی یک دهان ، مقدار بسیار کم;0;0
226;19;Quota;[quo·ta || 'kwəʊtə];share of a total due from or to a particular state, district, person, etc.;سهمی از یک کل برای یک ایالت ، بخش ، شخص و غیره ، حصه;0;0
227;19;Threat;[θret];sign or cause of possible evil or harm;نشانه یا علت آسیب یا شرارت ممکن ، تهدید;0;0
228;19;Ban;[bæn];"prohibit; forbid";ممنوع کردن ، قدغن کردن;0;0
229;19;Panic;[pan·ic || 'pænɪk];"unreasoning fear; fear spreading through a group of people so that they lose control of themselves";ترس بی دلیل ، ترسی که در بین گروهی از افرا دفراگیر می شود بگونه ای که کنترل خود را از دست می دهند;0;0
230;19;Appropriate;[ap·pro·pri·ate || ə'prəʊprɪət];"fit; set apart for some special use";مناسب ، کنار گذاشتن برای کاربرد خاصی;0;0
231;20;Emerge;[e·merge || ɪ'mɜːdʒ];"come out; come up; come into view";بیرون آمدن ، پدیدار شدن ، نمایان شدن;0;0
232;20;Jagged;['jag·ged || 'dʒægɪd];"with sharp points sticking out; unevenly cut or torn";دارای نوک های تیز که بیرون زده اند ، یکنواخت بریده یا پاره نشده است;0;0
233;20;Linger;[lin·ger || 'lɪŋgə(r)];"stay on; go slowly as if unwilling to leave";ماندن ، آرام حرکت کردن ، گویی که مایل به ترک نیست;0;0
234;20;Ambush;[ˈamˌbo͝oSH];a trap in which soldiers or othe enemies hide to make a surprise attack;دامی که در آن سربازان یا دشمنان دیگر مخفی می شوند تا غافلگیرانه حمله کنند ، کمین;0;0
235;20;Crafty;[craft·y || 'krɑːftɪ];"skillful in deceiving others; sly; tricky";ماهر در فریب دادن دیگران ، رند ، حقه باز;0;0
236;20;Defiant;[de'fi·ant || -nt];"openly resisting; challenging";آشکارا مقاومت می کند ، مبارزه طلب;0;0
237;20;Vigor;[ˈvigər];active strength or force;نیرو یا قدرت فعال;0;0
238;20;Perish;[per·ish || 'perɪʃ];"be destroyed; die";نابود شدن ، مردن;0;0
239;20;Fragile;[frag·ile || 'frædʒl /'frædʒaɪl];"easily broken, damaged, or destroyed; delicate";براحتی شکسته می شود ، آسیب می بیند یا از بین می رود ، ظریف;0;0
240;20;Captive;[cap·tive || 'kæptɪv];prisoner;زندانی ، اسیر;0;0
241;20;Proper;[prop·er || 'prɑpə(r) /'prɒ-];"be successful; have good fortune";موفق بودن ، اقبال خوب داشتن;0;0
242;20;Devour;[de·vour || dɪ'vaʊə];"eat hungrily; absorb completely; take in greedily";با ولع خوردن ، کاملاً جذب کردن ، حریصانه جذب کردن;0;0
243;21;Plea;[plɪː];"request; appeal; that which is asked of another";درخواست ، خواهش ، آنچه از دیگری خواسته می شود;0;0
244;21;Weary;[wea·ry || 'wɪrɪ /'wɪər];tired;خسته;0;0
245;21;Collide;[col·lide || kə'laɪd];come together with force;با نیرو به هم خوردن;0;0
246;21;Confirm;[con·firm || kən'fɜːm];"prove to be true or correct; make certain";اثبات این که چیزی درست یا صحیح است ، اطمینان دادن;0;0
247;21;Verify;[ver·i·fy || 'verɪfaɪ];"prove to be true; confirm";اثبات این که چیزی درست است ، تایید کردن;0;0
248;21;Anticipate;[an·tic·i·pate || æn'tɪsɪpeɪt];"look forward to; expect";چشم انتظار بودن ، انتظار داشتن;0;0
249;21;Dilemma;[di·lem·ma || dɪ'lemə];"situation requiring a choice between two evils; a difficult choice";موقعیتی که نیازمند انتخاب بین دو چیز بد است ، یک انتخاب دشوار;0;0
250;21;Detour;[de·tour || 'diː‚tʊə];a roundabout way;یک مسیر انحرافی;0;0
251;21;Merit;[mer·it || 'merɪt];"goodness; worth; value";خوبی ، ارزش;0;0
252;21;Transmit;[trans·mit || trænz'mɪt ,-s-];"send over; pass on; pass along; let through";فرستادن ، انتقال دادن ، عبور دادن;0;0
253;21;Relieve;[re·lieve || rɪ'lɪːv];"make less; make easier; reduce the pain of; replace; release; free";کاستن ، تسکین دادن ، جایگزین کردن ، آسوده و رها کردن ، آزاد کردن;0;0
254;21;Baffle;[baf·fle || 'bæfl];be too hard to understand or solve;درک یا حل آن بسیار دشوار است ، مبهوت کردن;0;0
255;22;Warden;[ward·en || 'wɔrdn /'wɔːdn];"keeper; guard; person in charge of a prison";حافظ ، نگهبان ، مسئول زندان ، زندانبان;0;0
256;22;Acknowledge;[ac·knowl·edge || ək'nɒlɪdʒ];admit to be true;اعتراف کردن;0;0
257;22;Justice;[jus·tice || 'dʒʌstɪs];"just conduct; fair dealing";رفتار عادلانه ، برخورد منصفانه ، عدالت;0;0
258;22;Delinquent;[de'lin·quent || -nt];"an offender; criminal; behind time";متخطی ، جنایتکار ، بزهکار;0;0
259;22;Reject;[re·ject || rɪ'dʒekt];refuse to take, use, believe, consider, grant, etc.;از گرفتن ، بکار بردن ، باور کردن ، بررسی کردن و اعطاء چیزی امتناع مرزیدن ، نپذیرفتن ، رد کردن;0;0
260;22;Deprive;[de·prive || dɪ'praɪv];take away from by force;به زور گرفتن ، محروم کردن;0;0
261;22;Spouse;[spaʊz ,-s];husband or wife;شوهر یا زن ، همسر;0;0
262;22;Vocation;[vo·ca·tion || vəʊ'keɪʃn];"occupation; business; profession; trade";شغل ، کار ، حرفه ، کسب;0;0
263;22;Unstable;[ˌənˈstābəl];"not firmly fixed; easily moved or overthrown";تثبیت نشده است ، براحتی جابجا یا واژگون می شود;0;0
264;22;Homicide;[hom·i·cide || 'hɑmɪsaɪd /'hɒm-];"a killing of one human being by another; murder";کشتن انسانی توسط انسانی دیگر ، قتل ، آدم کشی;0;0
265;22;Penalize;['pe·nal·ize || 'pɪːnəlaɪz];"declare punishable by law or rule; set a penalty for";مجازات کردن ، تنبیه کردن;0;0
266;22;Beneficiary;[,ben·e'fi·ci·ar·y || ‚benɪfɪʃərɪ];person who receives benefit;کسی که از مزیتی بهره مند می شود ، ذینفع;0;0
267;23;Reptile;['rep·tile || 'reptl /-taɪl];"a cold blooded animal that creeps or crawls; snakes, lizards, turtles, alligators, and crocodiles";حیوان خونسردی که می خزد ، مار ، مارمولک ، لاک پشت ، تمساح;0;0
268;23;Rarely;['rerlɪ /'reəl-];"seldom; not often";به ندرت ، نه زیاد;0;0
269;23;Forbid;[for·bid || fə(r)'bɪd];"order someone not to do something; make a rule against";دستور دادن به کسی برای انجام ندادن کاری ، منع کردن ، قدغن کردن;0;0
270;23;Logical;['log·i·cal || 'lɑdʒɪkl /'lɒd-];"reasonable; reasonably expected";مستدل ، معقول ، منطقی;0;0
271;23;Exhibit;[ex·hib·it || ɪg'zɪbɪt];"display; show";به نمایش گذاشتن ، نشان دادن;0;0
272;23;Proceed;[pro·ceed || prə'sɪːd];"go on after having stopped; move forward";پس از توقف ادامه دادن ، پیش رفتن;0;0
273;23;Precaution;[pre·cau·tion || prɪ'kɔːʃn];"measures taken beforehand; foresight";اقدام احتیاطی ، دوراندیشی;0;0
274;23;Extract;[ex·tract || ɪk'strækt];pull out or draw out, usually with some effort;بیرون کشیدن ، کشیدن ، معمولاً با قدری تلاش;0;0
275;23;Prior;[pri·or || 'praɪə(r)];"coming before; earlier";آمدن پیش از ، پیشین ، قبلی;0;0
276;23;Embrace;[em·brace || ɪm'breɪs];"hug one another; a hug";در آغوش گرفتن ، بغل کردن ، آغوش;0;0
277;23;Valiant;[ˈvalyənt];"brave; courageous";شجاع ، دلیر ، پر دل و جرات;0;0
278;23;Partial;[par·tial || 'pɑrʃl /'pɑː-];"not complete; not total";نا تمام ، ناقص ، جزئی ، نسبی;0;0
279;24;Fierce;[fɪrs /fɪəs];"savage; wild";وحشی ، خشن;0;0
280;24;Detest;[de·test || dɪ'test];"dislike very much; hate";متنفر بودن از ، تنفر داشتن از;0;0
281;24;Sneer;[snɪr /snɪə];"show scorn or contempt by looks or words; a scornful look or remark";با نگاه یا حرف تمسخر و تحقیر نشان دادن ، نگاه یا حرف تمسخر آمیز;0;0
282;24;Scowl;[skaʊl];"look angry by lowering the eyebrows; frown";با پایین آوردن ابرو عصبانی به نظر رسیدن ، اخم کردن;0;0
283;24;Encourage;[en·cour·age || ɪn'kʌrɪdʒ];"give courage to; increase the confidence of";جرات دادن به ، اعتماد را افزایش دادن;0;0
284;24;Consider;[con·sid·er || kən'sɪdə];think about in order to decide;فکر کردن برای تصمیم گرفتن ، ملاحظه کردن ، اندیشیدن;0;0
285;24;Vermin;[ver·min || 'vɜrmɪn /'vɜː-];"small animals that are troublesome or destructive; fleas, bedbugs, lice, rats, and mice are vermin";حیوانات کوچکی که مزاحم یا مخرب هستند ، کک ، ساس ، شپش ، موش صحرایی و موش ، حیوانات موذی هستند;0;0
286;24;Wail;[weɪl];cry loud and long because of grief or pain;به خاطر اندوه یا درد بلند و کشیده فریاد زدن;0;0
287;24;Symbol;[sym·bol || 'sɪmbl];something that stands for or represents something else;چیزی که نشانه یا نماینده ی چیز دیگری است;0;0
288;24;Authority;[au·thor·i·ty || ɔː'θɒrətɪ];"the right to command or enforce obedience; power delegated to another; an author or volume that may be appealed to in support of an action or belief";حق تحکم یا اعمال اطاعت ، قدرتی که به دیگری واگذار می شود ، مولف یا کتابی که می توان در تایید یا یک عمل یا باور به آن استناد کرد ، اقتدار;0;0
289;24;Neutral;[neu·tral || 'nuːtrəl /'njuː-];on neither side of a quarrel or war;بیطرف ، خنثی;0;0
290;24;Trifle;[tri·fle || 'traɪfl];"a small amount; little bit; something of little value";مقدار کم ، کمی ، چیز کم ارزش;0;0
291;25;Architect;[ar·chi·tect || 'ɑːkɪtekt];"a person who makes plans for buildings and other structures; a maker; a creator";شخصی که برای ساختمان ها یا دیگر سازه ها طرح می سازد ، سازنده ، خالق;0;0
292;25;Matrimony;[mat·ri·mo·ny || 'mætrɪməʊnɪ /-mənɪ];"married life; ceremony of marriage";زندگی زناشوئی ، مراسم ازدواج;0;0
293;25;Baggage;[bag·gage || 'bægɪdʒ];"the trunks and suitcases a person takes when he or she travels; an army's equipment";کیف ها و چمدان هایی که شخص هنگام سفر با خود می برد ، تجهیزات یک ارتش;0;0
294;25;Squander;[squan·der || 'skwɑndə(r) /'skwɒn-];"spend foolishly; waste";احمقانه خرج یا مصرف کردن ، تلف کردن;0;0
295;25;Abroad;[a·broad || ə'brɔːd];"outside one's country; going around; far and wide";خارج از وطن ، به خارج ، فراگیر ، گسترده;0;0
296;25;Fugitive;[fu·gi·tive || 'fjuːdʒɪtɪv];a runaway;فراری ، متواری;0;0
297;25;Calamity;[ca·lam·i·ty || kə'læmətɪ];"a great misfortune; serious trouble";بدبختی بزرگ ، مشکل جدی;0;0
298;25;Pauper;[pau·per || 'pɔːpə(r)];a very poor person;شخص بسیار فقیر;0;0
299;25;Envy;[en·vy || 'envɪ];"jealousy; the object of jealousy; to feel jealous";حسادت ، مایه حسادت ، احساس حسادت کردن;0;0
300;25;Collapse;[col·lapse || kə'læps];"a breakdown; to fall in; break down; fail suddenly; fold together";فروپاشی ، فرو ریختن ، خراب شدن ، ناگهان فروپاشیدن ، به هم تا کردن;0;0
301;25;Prosecute;[pros·e·cute || 'prɑsɪkjuːt /'prɒ-];"bring before a court; follow up; carry on";به دادگاه احضار کردن ، پیگیری کردن ، ادامه دادن;0;0
302;25;Bigamy;['big·a·my || 'bɪgəmɪ];having two wives or two husbands at the same time;همزمان دو همسر داشتن ، تعدد زوجات;0;0
303;26;Beckon;[beck·on || 'bekən];"signal by a motion of the hand or head; attract";با حرکت دست یا سر علامت دادن ، جذب کردن;0;0
304;27;Despite;[de·spite || dɪ'spaɪt];in spite of;با وجود ، علیرغم;0;0
305;27;Disrupt;[dis·rupt || dɪs'rʌpt];"upset; cause to break down";به هم زدن ، مختل کردن;0;0
306;27;Rash;[ræʃ];"a breaking out with many small red spots on the skin; outbreak of many instances within a short time too hasty or careless";شیوع موارد زیاد در زمانی کوتاه ، بسیار شتاب زده یا بی دقت ، کهیر ، جوش;0;0
307;27;Rapid;[rap·id || 'ræpɪd];"very quick; swift";بسیار سریع ، تند;0;0
308;27;Exhaust;[ex·haust || ɪg'zɔːst];"empty completely; use up; tire out";کاملاً تمام کردن ، کاملاً استفاده کردن ، خسته کردن;0;0
309;27;Severity;[se·ver·i·ty || sɪ'verətɪ];"strictness; harshness; plainness; violence";سخت گیری ، خشونت ، سادگی;0;0
310;27;Feeble;[fee·ble || 'fɪːbl];weak;ضعیف;0;0
311;27;Unite;[u·nite || juː'naɪt];"join together; become one";به هم پیوستن ، یکی شدن ، متحد شدن;0;0
312;27;Cease;[siːs];stop;متوقف کردن ، دست برداشتن از;0;0
313;27;Thrifty;['thrift·y || 'θrɪftɪ];"saving; careful in spending; thriving";صرفه جو ، دقیق در خرج;0;0
314;27;Miserly;[mi·ser·ly || 'maɪzəlɪ];"stingy; like a miser";خسیس ، خسیس وار;0;0
315;27;Monarch;[mon·arch || 'mɑnərk /'mɒnək];"king or queen; ruler";شاه یا ملکه ، پادشاه ، حاکم ، فرمانروا;0;0
316;28;Outlaw;[out·law || 'aʊtlɔː];"an exile; an outcast; a criminal; to declare unlawful";تبعیدی ، مطرود ، جانی ، غیر قانونی اعلام کردن;0;0
317;28;Promote;[pro·mote || prə'məʊt];"raise in rank or importance; help to grow and develop; help to organize";ارتقاء درجه یا اهمیت ، کمک ب هرشد و توسعه ، کمک به سازمان دهی;0;0
318;28;Undernourished;[ˌəndərˈnəriSHt];not sufficiently fed;مبتلا به سوء تغذیه;0;0
319;28;Illustrate;[il·lus·trate || 'ɪləstreɪt];"make clear or explain by stories, examples, comparisons, or other means; serve as an example";از طریق داستان ، مثال ، مقایسه با شیوه های دیگر آشکار کردن یا توضیح دادن ، به عنوان مثال به کار رفتن;0;0
320;28;Disclose;[dis·close || dɪs'kləʊz];"uncover; make known";فاش کردن ، آشکار ساختن;0;0
321;28;Excessive;[ex·ces·sive || ɪk'sesɪv];"too much; too great; extreme";بسیار زیاد ، خیلی زیاد ، بی نهایت ، بیش از حد;0;0
322;28;Disaster;[dis·as·ter || dɪ'zɑːstə];"an event that causes much suffering or loss; a great misfortune";واقعه ای که باعث رنج و خسارت زیادی می شود ، بدبختی زیاد;0;0
323;28;Censor;[cen·sor || 'sensə];"person who tells others how they ought to behave; one who changes books, plays and other works so as to make them acceptable to the government; to make changes in";شخصی که ب هدیگران می گوید که چگونه باید رفتار کنند ، کسی که کتاب ، نمایش نامه و آثار دیگر رار به گونه ای تغییر می دهد که آن ها را برای دولت حاکم قابل قبول می سازد ، تغییر ایجاد کردن;0;0
324;28;Culprit;[cul·prit || 'kʌlprɪt];"offender; person guilty of a fault or crime";متخطی ، کسی که متهم به گناه یا جرمی است;0;0
325;28;Juvenile;[ju·ve·nile || 'dʒuːvənaɪl];"young; youthful; of or for boys and girls; a young person";جوان ، جوان مآبانه ، مربوط به دختر و پسر ، یک فرد جوان;0;0
326;28;Bait;[beɪt];"anything, specially food, used to attract fish or other animals so that they may be caught; anything used to tempt or attract a person to begin something he or she does not wish to do; to put bait on (a hook) or in (a trap); torment by unkind or annoying remarks";هر چیزی ، خصوصاً غذا ، که از آن برای جذب ماهی ها و دیگر حیوانات استفاده می شود که به توان آن هارا گرفت ، هر چیزی کهبرای وسوسه کردن یا جذب یک شخص استفاده می شود تا کاری را شروع کند که میل به انجام آن را ندارد ، طعمه ای را روی یک قلاب یا دام قرار دادن ، با حرف های نامهربانانه یا آزار دهنده کسی را اذیت کردن;0;0
327;28;Insist;[in·sist || ɪn'sɪst];keep firmly to some demand, statement, or position;سخت به یک خواسته ، کفته یا موضعی پایبند بودن;0;0
328;29;Toil;[tɔɪl];"hard work; to work hard; move with difficulty";کار سخت ، سخت کار کردن ، به سختی کار کردن;0;0
329;29;Blunder;[blun·der || 'blʌndə];"stupid mistake; to make a stupid mistake; stumble; say clumsily";اشتباه احمقانه ، مرتکب اشتباه احمقانه ای شدن ، تلوتلو خوردن ، با دستپاچگی گفتن;0;0
330;29;Daze;[deɪz];confuse;گیج کردن;0;0
331;29;Mourn;[mɔrn /mɔːn];"grieve; feel or show sorrow for";غصه دار بودن ، ابراز یا احساس اندوه کردن;0;0
332;29;Subside;[sub·side || səb'saɪd];"sink to a lower level; grow less";به سطح پایین تری فرو رفتن ، کمتر شدن;0;0
333;29;Maim;[meɪm];"cripple; disable; cause to lose an arm, leg, or other part of the body";معلول کردن ، ناتوان ساختن ، باعث از دست دادن بازو پا یا بخش دیگری از بدن شدن;0;0
334;29;Comprehend;[com·pre·hend || ‚kɒmprɪ'hend];understand;درک کردن;0;0
335;29;Commend;[com·mend || kə'mend];"praise; hand over for safekeeping";ستودن ، تحویل دادن;0;0
336;29;Final;[fi·nal || 'faɪnl];"coming last; deciding";آخر از همه می آید ، تعیین کننده;0;0
337;29;Exempt;[ex·empt || ɪg'zempt];"make free from; freed from";معاف یا آزاد کردن از ، مستثنی از;0;0
338;29;Vain;[veɪn];"having too much pride in one's ability, looks, etc.; of no use";به توانایی و چهره خود غرور زیاد ورزیدن ، بی فایده;0;0
339;29;Repetition;[rep·e·ti·tion || ‚repɪ'tɪʃn];act of doing or saying again;عمل دوباره گفتن یا دوباره انجام دادن;0;0
340;30;Depict;[de·pict || dɪ'pɪkt];"represent by drawing or painting; describe";با ترسیم یا نقاشی نشان دادن ، توصیف کردن;0;0
341;30;Mortal;[mor·tal || 'mɔrtl /'mɔːtl];"sure to die sometime; pertaining to man; deadly; pertaining to or causing death";قطعاً زمانی از بین می رود ، مربوط به انسان ، کشنده ، مربوط به مرگ یا باعث مرگ می شود;0;0
342;30;Novel;[nov·el || 'nɑvl /'nɒvl];"new; strange; a long story with characters and plot";تازه ، عجیب ، داستانی طولانی دارای شخصیت و طرح;0;0
343;30;Occupant;['oc·cu·pant || 'ɑkjəpənt /ɒkjʊp-];person in possession of a house, office, or position;فرد مالک یک خانه ، دفتر یا منصب;0;0
344;30;Appoint;[ap·point || ə'pɔɪnt];"decide on; set a time or place; choose for a position; equip or furnish";انتخاب کردن ، زمان یا مکانی را مشخص کردن ، برای مقامی انتخاب کردن ، مجهز یا مبلمان کردن;0;0
345;30;Quarter;[quar·ter || 'kwɔrtə(r) /'kwɔːtə];"region; section; (quarters) a place to live; to provide a place to live";منطقه ، بخش ، مکانی برای زندگی کردن ، مکانی برای زندگی فراهم کردن;0;0
346;30;Site;[saɪt];position or place (of anything);موقعیت یا مکان ( چیزی );0;0
347;30;Quote;[kwəʊt];"repeat exactly the words of another or a passage from a book; that is, something that is repeated exactly; give the price of; a quotation";دقیقاً حرف های شخص دیگری یا متنی از کتابی را تکرا کردن ، یعنی چیزی که دقیقاً تکرار می شود ، یک نقل قول;0;0
348;30;Verse;[vɜrs / vɜːs-];"a short division of a chapter in the Bible; a single line or a group of lines of poetry";بخش کوتاهی از فصلی در انجیل ، یک سطر یا چند سطر شعر;0;0
349;30;Morality;[mo·ral·i·ty || mə'ræləɪtɪ];"the right or wrong of an action; virtue; a set of rules or principles of conduct";درستی یا نادرستی یک عمل ، فضیلت ، مجموعه ای از قوانین یا اصول اخلاقی;0;0
350;30;Roam;[rəʊm];"wander; go about with no special plan or aim";سرگردان بودن ، بی هیچ هدف یا برنامه خاصی به هر سو رفتن;0;0
351;30;Attract;[at·tract || ə'trækt];"draw to oneself; win the attention and liking of";به طرف خود کشیدن ، توجه و علاقه ی کسی را بدست آوردن;0;0
352;31;Commuter;[com'mut·er || -tə];one who travels regularly, especially over a considerable distance between home and work;کسی که مرتب مسافت قابل ملاحظه ی منزل و محل کار را می پیماید;0;0
353;31;Confine;[con·fine || 'kɒnfaɪn];"keep in; hold in";حبس کردن ، زندانی کردن;0;0
354;31;Idle;[i·dle || 'aɪdl];"not doing anything; not busy; lazy; without any good reason or cause; to waste (time)";هیچ کاری انجام نمی دهد ، مشغول نیست ، تنبل ، بی هیچ دلیل یا علت وقت تلف کردن;0;0
355;31;Idol;[i·dol || 'aɪdl];"a thing, usually an image, that is worshiped; a person or thing that is loved very much";چیزی که ستایش می شود ، معمولاً یک نصویر ، شخص یا چیزی که خیلی محبوب است;0;0
356;31;Jest;[dʒest];"joke; fun; mockery; thing to be laughed at; to jock; poke fun";جک ، خنده ، تمسخر ، چیزی که باید به آن خندید ، دست انداختن ، مسخره کردن;0;0
357;31;Patriotic;[pa·tri·ot·ic || ‚peɪtrɪ'ɑtɪk /‚pætrɪ'ɒ-];"loving one's country; showing love and loyal support for one's country";عاشق کشور خود ، نسبت به کشور خود عاشقانه و وفادارانه حمایت نشان می دهد;0;0
358;31;Valor;[ˈvalər];"bravery; courage";شجاعت ، جرات;0;0
359;31;Lunatic;[lu·na·tic || 'luːnətɪk];"crazy person; insane; extremely foolish";شخص دیوانه ، لایعقل ، بسیار احمقاته;0;0
